NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Quilogramas por Hectare,70000,3540853,Pracinha (SP),Rendimento médio da produção,2020,Cana-de-açúcar
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2020,Cana para forragem
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Caqui
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Castanha de caju
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Cebola
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Centeio (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Cevada (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Chá-da-índia (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Coco-da-baía*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Dendê (cacho de coco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Erva-mate (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Ervilha (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Fava (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Feijão (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Figo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Fumo (em folha)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Girassol (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Goiaba
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Guaraná (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Juta (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Laranja
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Limão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Linho (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Maçã
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Malva (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Mamão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Mamona (baga)
6,Município,Quilogramas por Hectare,28000,3540853,Pracinha (SP),Rendimento médio da produção,2020,Mandioca
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Manga
6,Município,Quilogramas por Hectare,17500,3540853,Pracinha (SP),Rendimento médio da produção,2020,Maracujá
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Marmelo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Melancia
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Melão
6,Município,Quilogramas por Hectare,4800,3540853,Pracinha (SP),Rendimento médio da produção,2020,Milho (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Noz (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Palmito
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Pera
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Pêssego
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Pimenta-do-reino
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Rami (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Sisal ou agave (fibra)
6,Município,Quilogramas por Hectare,1882,3540853,Pracinha (SP),Rendimento médio da produção,2020,Soja (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Sorgo (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Tangerina
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Tomate
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Trigo (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Triticale (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Tungue (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Urucum (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2020,Uva
6,Município,Quilogramas por Hectare,..,3540853,Pracinha (SP),Rendimento médio da produção,2021,Total
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Abacate
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Abacaxi*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Açaí
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2021,Alfafa fenada
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Algodão arbóreo (em caroço)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Algodão herbáceo (em caroço)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Alho
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Amendoim (em casca)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Arroz (em casca)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Aveia (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Azeitona
6,Município,Quilogramas por Hectare,25000,3540853,Pracinha (SP),Rendimento médio da produção,2021,Banana (cacho)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Batata-doce
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Batata-inglesa
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Borracha (látex coagulado)
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2021,Borracha (látex líquido)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Cacau (em amêndoa)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Café (em grão) Total
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Café (em grão) Arábica
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Café (em grão) Canephora
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2021,Caju
6,Município,Quilogramas por Hectare,65000,3540853,Pracinha (SP),Rendimento médio da produção,2021,Cana-de-açúcar
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2021,Cana para forragem
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Caqui
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Castanha de caju
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Cebola
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Centeio (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Cevada (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Chá-da-índia (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Coco-da-baía*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Dendê (cacho de coco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Erva-mate (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Ervilha (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Fava (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Feijão (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Figo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Fumo (em folha)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Girassol (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Goiaba
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Guaraná (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Juta (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Laranja
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Limão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Linho (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Maçã
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Malva (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Mamão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Mamona (baga)
6,Município,Quilogramas por Hectare,22000,3540853,Pracinha (SP),Rendimento médio da produção,2021,Mandioca
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Manga
6,Município,Quilogramas por Hectare,15000,3540853,Pracinha (SP),Rendimento médio da produção,2021,Maracujá
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Marmelo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Melancia
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Melão
6,Município,Quilogramas por Hectare,5200,3540853,Pracinha (SP),Rendimento médio da produção,2021,Milho (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Noz (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Palmito
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Pera
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Pêssego
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Pimenta-do-reino
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Rami (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Sisal ou agave (fibra)
6,Município,Quilogramas por Hectare,2200,3540853,Pracinha (SP),Rendimento médio da produção,2021,Soja (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Sorgo (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Tangerina
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Tomate
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Trigo (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Triticale (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Tungue (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Urucum (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2021,Uva
6,Município,Quilogramas por Hectare,..,3540853,Pracinha (SP),Rendimento médio da produção,2022,Total
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Abacate
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Abacaxi*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Açaí
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2022,Alfafa fenada
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Algodão arbóreo (em caroço)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Algodão herbáceo (em caroço)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Alho
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Amendoim (em casca)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Arroz (em casca)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Aveia (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Azeitona
6,Município,Quilogramas por Hectare,22000,3540853,Pracinha (SP),Rendimento médio da produção,2022,Banana (cacho)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Batata-doce
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Batata-inglesa
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Borracha (látex coagulado)
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2022,Borracha (látex líquido)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Cacau (em amêndoa)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Café (em grão) Total
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Café (em grão) Arábica
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Café (em grão) Canephora
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2022,Caju
6,Município,Quilogramas por Hectare,65000,3540853,Pracinha (SP),Rendimento médio da produção,2022,Cana-de-açúcar
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2022,Cana para forragem
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Caqui
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Castanha de caju
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Cebola
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Centeio (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Cevada (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Chá-da-índia (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Coco-da-baía*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Dendê (cacho de coco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Erva-mate (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Ervilha (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Fava (em grão)
6,Município,Quilogramas por Hectare,1200,3540853,Pracinha (SP),Rendimento médio da produção,2022,Feijão (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Figo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Fumo (em folha)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Girassol (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Goiaba
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Guaraná (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Juta (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Laranja
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Limão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Linho (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Maçã
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Malva (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Mamão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Mamona (baga)
6,Município,Quilogramas por Hectare,29550,3540853,Pracinha (SP),Rendimento médio da produção,2022,Mandioca
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Manga
6,Município,Quilogramas por Hectare,16938,3540853,Pracinha (SP),Rendimento médio da produção,2022,Maracujá
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Marmelo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Melancia
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Melão
6,Município,Quilogramas por Hectare,5480,3540853,Pracinha (SP),Rendimento médio da produção,2022,Milho (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Noz (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Palmito
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Pera
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Pêssego
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Pimenta-do-reino
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Rami (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Sisal ou agave (fibra)
6,Município,Quilogramas por Hectare,2504,3540853,Pracinha (SP),Rendimento médio da produção,2022,Soja (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Sorgo (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Tangerina
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Tomate
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Trigo (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Triticale (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Tungue (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Urucum (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2022,Uva
6,Município,Quilogramas por Hectare,..,3540853,Pracinha (SP),Rendimento médio da produção,2023,Total
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Abacate
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Abacaxi*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Açaí
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2023,Alfafa fenada
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Algodão arbóreo (em caroço)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Algodão herbáceo (em caroço)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Alho
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Amendoim (em casca)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Arroz (em casca)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Aveia (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Azeitona
6,Município,Quilogramas por Hectare,22000,3540853,Pracinha (SP),Rendimento médio da produção,2023,Banana (cacho)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Batata-doce
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Batata-inglesa
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Borracha (látex coagulado)
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2023,Borracha (látex líquido)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Cacau (em amêndoa)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Café (em grão) Total
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Café (em grão) Arábica
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Café (em grão) Canephora
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2023,Caju
6,Município,Quilogramas por Hectare,70000,3540853,Pracinha (SP),Rendimento médio da produção,2023,Cana-de-açúcar
6,Município,Quilogramas por Hectare,...,3540853,Pracinha (SP),Rendimento médio da produção,2023,Cana para forragem
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Caqui
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Castanha de caju
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Cebola
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Centeio (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Cevada (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Chá-da-índia (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Coco-da-baía*
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Dendê (cacho de coco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Erva-mate (folha verde)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Ervilha (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Fava (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Feijão (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Figo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Fumo (em folha)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Girassol (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Goiaba
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Guaraná (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Juta (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Laranja
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Limão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Linho (semente)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Maçã
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Malva (fibra)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Mamão
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Mamona (baga)
6,Município,Quilogramas por Hectare,29738,3540853,Pracinha (SP),Rendimento médio da produção,2023,Mandioca
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Manga
6,Município,Quilogramas por Hectare,16938,3540853,Pracinha (SP),Rendimento médio da produção,2023,Maracujá
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Marmelo
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Melancia
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Melão
6,Município,Quilogramas por Hectare,5280,3540853,Pracinha (SP),Rendimento médio da produção,2023,Milho (em grão)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Noz (fruto seco)
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Palmito
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Pera
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Pêssego
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Pimenta-do-reino
6,Município,Quilogramas por Hectare,-,3540853,Pracinha (SP),Rendimento médio da produção,2023,Rami (fibra)
