NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Hectares,25077,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Total
6,Município,Hectares,250,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Açaí
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Alfafa fenada
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Alho
6,Município,Hectares,9340,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Amendoim (em casca)
6,Município,Hectares,10,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Arroz (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Aveia (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Azeitona
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Banana (cacho)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Batata-doce
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Batata-inglesa
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Borracha (látex coagulado)
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Borracha (látex líquido)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Cacau (em amêndoa)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Café (em grão) Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Café (em grão) Arábica
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Café (em grão) Canephora
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Caju
6,Município,Hectares,12977,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Cana-de-açúcar
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Cana para forragem
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Caqui
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Castanha de caju
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Cebola
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Centeio (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Cevada (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Chá-da-índia (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Coco-da-baía*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Dendê (cacho de coco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Erva-mate (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Ervilha (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Fava (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Feijão (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Figo
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Fumo (em folha)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Girassol (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Goiaba
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Guaraná (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Juta (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Laranja
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Limão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Linho (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Maçã
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Malva (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Mamão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Mamona (baga)
6,Município,Hectares,1100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Mandioca
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Manga
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Maracujá
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Marmelo
6,Município,Hectares,100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Melancia
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Melão
6,Município,Hectares,1000,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Milho (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Noz (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Palmito
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Pera
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Pêssego
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Pimenta-do-reino
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Rami (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Sisal ou agave (fibra)
6,Município,Hectares,300,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Soja (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Sorgo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Tangerina
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Tomate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Trigo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Triticale (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Tungue (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Urucum (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2016,Uva
6,Município,Hectares,20959,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Açaí
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Alfafa fenada
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Alho
6,Município,Hectares,6822,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Amendoim (em casca)
6,Município,Hectares,10,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Arroz (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Aveia (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Azeitona
6,Município,Hectares,16,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Banana (cacho)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Batata-doce
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Batata-inglesa
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Borracha (látex coagulado)
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Borracha (látex líquido)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Cacau (em amêndoa)
6,Município,Hectares,70,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Café (em grão) Total
6,Município,Hectares,70,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Café (em grão) Arábica
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Café (em grão) Canephora
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Caju
6,Município,Hectares,10332,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Cana-de-açúcar
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Cana para forragem
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Caqui
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Castanha de caju
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Cebola
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Centeio (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Cevada (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Chá-da-índia (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Coco-da-baía*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Dendê (cacho de coco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Erva-mate (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Ervilha (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Fava (em grão)
6,Município,Hectares,50,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Feijão (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Figo
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Fumo (em folha)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Girassol (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Goiaba
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Guaraná (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Juta (fibra)
6,Município,Hectares,200,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Laranja
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Limão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Linho (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Maçã
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Malva (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Mamão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Mamona (baga)
6,Município,Hectares,2350,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Mandioca
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Manga
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Maracujá
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Marmelo
6,Município,Hectares,100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Melancia
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Melão
6,Município,Hectares,470,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Milho (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Noz (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Palmito
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Pera
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Pêssego
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Pimenta-do-reino
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Rami (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Sisal ou agave (fibra)
6,Município,Hectares,532,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Soja (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Sorgo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Tangerina
6,Município,Hectares,7,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Tomate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Trigo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Triticale (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Tungue (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Urucum (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2017,Uva
6,Município,Hectares,14323,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Açaí
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Alfafa fenada
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Alho
6,Município,Hectares,4840,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Amendoim (em casca)
6,Município,Hectares,10,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Arroz (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Aveia (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Azeitona
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Banana (cacho)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Batata-doce
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Batata-inglesa
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Borracha (látex coagulado)
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Borracha (látex líquido)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Cacau (em amêndoa)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Café (em grão) Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Café (em grão) Arábica
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Café (em grão) Canephora
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Caju
6,Município,Hectares,7168,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Cana-de-açúcar
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Cana para forragem
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Caqui
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Castanha de caju
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Cebola
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Centeio (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Cevada (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Chá-da-índia (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Coco-da-baía*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Dendê (cacho de coco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Erva-mate (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Ervilha (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Fava (em grão)
6,Município,Hectares,50,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Feijão (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Figo
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Fumo (em folha)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Girassol (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Goiaba
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Guaraná (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Juta (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Laranja
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Limão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Linho (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Maçã
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Malva (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Mamão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Mamona (baga)
6,Município,Hectares,855,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Mandioca
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Manga
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Maracujá
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Marmelo
6,Município,Hectares,100,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Melancia
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Melão
6,Município,Hectares,1000,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Milho (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Noz (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Palmito
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Pera
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Pêssego
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Pimenta-do-reino
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Rami (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Sisal ou agave (fibra)
6,Município,Hectares,300,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Soja (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Sorgo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Tangerina
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Tomate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Trigo (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Triticale (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Tungue (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Urucum (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2018,Uva
6,Município,Hectares,18650,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Abacate
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Abacaxi*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Açaí
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Alfafa fenada
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Algodão arbóreo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Algodão herbáceo (em caroço)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Alho
6,Município,Hectares,6900,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Amendoim (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Arroz (em casca)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Aveia (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Azeitona
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Banana (cacho)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Batata-doce
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Batata-inglesa
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Borracha (látex coagulado)
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Borracha (látex líquido)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Cacau (em amêndoa)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Café (em grão) Total
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Café (em grão) Arábica
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Café (em grão) Canephora
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Caju
6,Município,Hectares,5867,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Cana-de-açúcar
6,Município,Hectares,...,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Cana para forragem
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Caqui
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Castanha de caju
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Cebola
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Centeio (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Cevada (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Chá-da-índia (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Coco-da-baía*
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Dendê (cacho de coco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Erva-mate (folha verde)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Ervilha (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Fava (em grão)
6,Município,Hectares,15,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Feijão (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Figo
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Fumo (em folha)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Girassol (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Goiaba
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Guaraná (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Juta (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Laranja
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Limão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Linho (semente)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Maçã
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Malva (fibra)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Mamão
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Mamona (baga)
6,Município,Hectares,2870,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Mandioca
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Manga
6,Município,Hectares,12,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Maracujá
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Marmelo
6,Município,Hectares,50,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Melancia
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Melão
6,Município,Hectares,1000,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Milho (em grão)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Noz (fruto seco)
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Palmito
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Pera
6,Município,Hectares,-,3555000,Tupã (SP),Área plantada ou destinada à colheita,2019,Pêssego
